address,orientation,distance_m
"UNIT 9, 141 PENSHURST STREET",West,1001.86
68 DEEPWATER ROAD,North,1019.87
35A LINDEN WAY,North,37.97
53 LAUREL STREET,North,953.8
9-15 KINGS AVENUE,West,3301.3
"UNIT 9, 175 LOWER GIBBES STREET",North,1803.19
59 MOWBRAY PLACE,North,91.34
73-77 EDINBURGH ROAD,West,16.51
7 THE KINGSWAY,North,2610.4
99 PENSHURST STREET,North,918.78
"UNIT 4, 89 PENSHURST STREET",North,918.2
"UNIT 3, 89 PENSHURST STREET",North,918.2
"UNIT 1, 89 PENSHURST STREET",North,918.2
348 PENSHURST STREET,West,1407.57
346 PENSHURST STREET,West,1403.97
344 PENSHURST STREET,West,1400.35
315 PENSHURST STREET,West,1304.22
"UNIT 9, 290-296 PENSHURST STREET",West,1276.61
"UNIT 8, 290-296 PENSHURST STREET",West,1276.61
"UNIT 6, 290-296 PENSHURST STREET",West,1276.61
"UNIT 4, 290-296 PENSHURST STREET",West,1276.61
"UNIT 17, 290-296 PENSHURST STREET",West,1276.61
"UNIT 9, 280-286 PENSHURST STREET",West,1237.36
"UNIT 8, 280-286 PENSHURST STREET",West,1237.36
"UNIT 7, 280-286 PENSHURST STREET",West,1237.36
"UNIT 6, 280-286 PENSHURST STREET",West,1237.36
"UNIT 5, 280-286 PENSHURST STREET",West,1237.36
"UNIT 3, 280-286 PENSHURST STREET",West,1237.36
"UNIT 6, 276 PENSHURST STREET",West,1221.97
"UNIT 5, 276 PENSHURST STREET",West,1221.97
"UNIT 2, 288 PENSHURST STREET",West,1250.0
"UNIT 1, 288 PENSHURST STREET",West,1250.0
283 PENSHURST STREET,West,1226.87
"UNIT 3, 276 PENSHURST STREET",West,1221.97
5 THIRD AVENUE,North,178.21
46 THIRD AVENUE,North,257.95
56B FOURTH AVENUE,North,149.91
"UNIT 14, 122 SAILORS BAY ROAD",North-West,657.21
"UNIT 24, 122 SAILORS BAY ROAD",North-West,657.21
120C SAILORS BAY ROAD,North-West,657.21
129A ARCHER STREET,West,2575.19
137 ARCHER STREET,West,2629.23
101 ASHLEY STREET,West,2324.22
43A DARLING STREET,West,2312.39
47 DARLING STREET,West,2351.4
2 FERNCOURT AVENUE,West,2241.69
5 FERNCOURT AVENUE,West,2224.1
7 FERNCOURT AVENUE,West,2235.69
105 ASHLEY STREET,West,2344.6
107 ASHLEY STREET,West,2355.46
109 ASHLEY STREET,West,2365.45
111 ASHLEY STREET,West,2374.53
121 ASHLEY STREET,West,2446.77
127 ASHLEY STREET,West,2490.35
129 ASHLEY STREET,West,2500.64
131 ASHLEY STREET,West,2520.35
137 ASHLEY STREET,West,2538.94
139 ASHLEY STREET,West,2548.32
153A ASHLEY STREET,West,2662.84
163 ASHLEY STREET,West,2710.58
43 ASHLEY STREET,West,1978.45
53 ASHLEY STREET,West,2019.95
65 ASHLEY STREET,West,2069.37
75 ASHLEY STREET,West,2105.31
77 ASHLEY STREET,West,2115.58
79 ASHLEY STREET,West,2136.17
85 ASHLEY STREET,West,2168.95
91 ASHLEY STREET,West,2210.47
93 ASHLEY STREET,West,2218.95
99 ASHLEY STREET,West,2313.9
12 DARLING STREET,West,2283.91
16 DARLING STREET,West,2304.01
18 DARLING STREET,West,2313.86
26 DARLING STREET,West,2369.68
28 DARLING STREET,West,2379.85
30 DARLING STREET,West,2389.91
35 DARLING STREET,West,2274.6
37 DARLING STREET,West,2285.1
39 DARLING STREET,West,2296.44
135-143 PENSHURST STREET,West,1001.86
3A DEEPWATER ROAD,North,1693.42
93B EDINBURGH ROAD,West,11.43
1 COVELEE CIRCUIT,North,57.28
84-86 BABBAGE ROAD,North,2294.75
90 BABBAGE ROAD,North,2334.14
99 BABBAGE ROAD,North,2122.45
"UNIT 31, 52-54 EASTERN VALLEY WAY",North,177.8
"APARTMENT 201A, 34 PENSHURST STREET",North,988.52
"APARTMENT 508B, 34 PENSHURST STREET",North,1015.64
"APARTMENT 210B, 34 PENSHURST STREET",North,1006.11
"APARTMENT 107A, 34 PENSHURST STREET",North,985.33
"APARTMENT 207B, 34 PENSHURST STREET",North,1025.84
"APARTMENT 207A, 34 PENSHURST STREET",North,994.9
1 DORSET ROAD,North,1211.14
17 NAROOMA ROAD,North,410.44
18 NAROOMA ROAD,North,469.99
19 NAROOMA ROAD,North,397.14
2 NAROOMA ROAD,North,563.8
40 NAROOMA ROAD,North-East,329.38
43 NAROOMA ROAD,North-East,388.8
44 NAROOMA ROAD,North-East,301.52
45 NAROOMA ROAD,North,366.42
49 NAROOMA ROAD,North,323.08
6 NAROOMA ROAD,North,538.63
11 NEEWORRA ROAD,North-East,462.98
7 STRATHALLEN AVENUE,North,1001.5
9 STRATHALLEN AVENUE,North,986.9
455 SAILORS BAY ROAD,South-East,622.22
457 SAILORS BAY ROAD,South-East,618.81
459 SAILORS BAY ROAD,South,611.05
46 SAILORS BAY ROAD,North,665.71
463 SAILORS BAY ROAD,South,581.24
465 SAILORS BAY ROAD,South,567.16
3 THE PALISADE,North,20.06
1 TUNKS STREET,North-East,580.49
52 WOONONA ROAD,North,432.88
6 WOONONA ROAD,North-East,956.51
7 WOONONA ROAD,North-East,979.23
8 WOONONA ROAD,North-East,942.14
17 NEEWORRA ROAD,North-East,463.73
18 NEEWORRA ROAD,North-East,538.42
2 NEEWORRA ROAD,North-East,500.62
"UNIT 2, 22 NEEWORRA ROAD",North-East,552.56
"UNIT 3, 22 NEEWORRA ROAD",North-East,552.56
"UNIT 8, 22 NEEWORRA ROAD",North-East,552.56
22 NEEWORRA ROAD,North-East,552.56
10 COURALLIE ROAD,North,355.57
11 COURALLIE ROAD,North,250.26
12 COURALLIE ROAD,North,341.88
16 BARINGA ROAD,South,761.41
"UNIT 14, 173 SAILORS BAY ROAD",North,571.56
"SUITE 2, 177 SAILORS BAY ROAD",North,573.29
1 BARINGA ROAD,North,701.2
13 BARINGA ROAD,South,697.29
14 BARINGA ROAD,South,759.57
15A BARINGA ROAD,South,708.57
21 EASTERN VALLEY WAY,South,379.37
22 EASTERN VALLEY WAY,North,404.86
26 EASTERN VALLEY WAY,North,374.56
27 EASTERN VALLEY WAY,South,322.15
28 EASTERN VALLEY WAY,North,359.44
177B HIGH STREET,West,736.46
53B BOUNDARY STREET,West,2606.36
"UNIT 102, 562 WILLOUGHBY ROAD",North,989.32
47 CHELMSFORD AVENUE,North,1477.25
45 CHELMSFORD AVENUE,North,1485.92
43 CHELMSFORD AVENUE,North,1494.68
37 CHELMSFORD AVENUE,North,1516.95
33 CHELMSFORD AVENUE,North,1531.69
29 CHELMSFORD AVENUE,North,1548.27
27 CHELMSFORD AVENUE,North,1556.57
25 CHELMSFORD AVENUE,North,1566.07
23 CHELMSFORD AVENUE,North,1575.73
"UNIT 2, 21 CHELMSFORD AVENUE",North,1584.27
"UNIT 1, 21 CHELMSFORD AVENUE",North,1584.27
"UNIT 2, 315 SAILORS BAY ROAD",North-East,667.4
"UNIT 2, 355 SAILORS BAY ROAD",North,702.01
"UNIT 1, 311 SAILORS BAY ROAD",North-East,660.38
"UNIT 4, 347 SAILORS BAY ROAD",North,698.8
70 STRATHALLEN AVENUE,North-West,657.21
72 STRATHALLEN AVENUE,North-West,657.21
"UNIT 2, 57 STRATHALLEN AVENUE",North,697.54
"UNIT 3, 57 STRATHALLEN AVENUE",North,697.54
"UNIT 4, 57 STRATHALLEN AVENUE",North,697.54
"UNIT 6, 57 STRATHALLEN AVENUE",North,697.54
24 BABBAGE ROAD,North,2482.0
"UNIT 18, 6-10 CHURCH STREET",West,1250.1
"UNIT 17, 6-10 CHURCH STREET",West,1250.1
"UNIT 9, 1A PENKIVIL STREET",North,920.09
"UNIT 25, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 39, 27 EASTERN VALLEY WAY",South,322.15
13 SMALL STREET,North,997.17
15 SMALL STREET,North,982.51
17 SMALL STREET,North,968.45
"UNIT 1, 76-80 EDINBURGH ROAD",North,63.32
"UNIT 2, 76-80 EDINBURGH ROAD",North,63.32
2A THE KINGSWAY,North,2708.2
57 MOWBRAY PLACE,North,79.96
1A HEIGHTS CRESCENT,North,330.93
10B THE SCARP,North-East,30.91
33A THE RAMPART,South-West,19.19
87A EDINBURGH ROAD,North,18.51
227 EDINBURGH ROAD,East,40.49
2A GREENFIELD AVENUE,North,476.9
"UNIT 1, 58 PENSHURST STREET",North,969.95
"UNIT 5, 52-54 EASTERN VALLEY WAY",North,177.8
"UNIT 11, 52-54 EASTERN VALLEY WAY",North,177.8
"UNIT 102, 160 SAILORS BAY ROAD",North,625.9
"UNIT 103, 160 SAILORS BAY ROAD",North,625.9
"UNIT 104, 160 SAILORS BAY ROAD",North,625.9
"UNIT 201, 160 SAILORS BAY ROAD",North,625.9
"UNIT 202, 160 SAILORS BAY ROAD",North,625.9
"UNIT 203, 160 SAILORS BAY ROAD",North,625.9
"UNIT 302, 160 SAILORS BAY ROAD",North,625.9
"UNIT 303, 160 SAILORS BAY ROAD",North,625.9
"UNIT 402, 160 SAILORS BAY ROAD",North,625.9
"UNIT 3, 9 VICTORIA STREET",West,2866.43
"UNIT 201, 9 VICTORIA STREET",West,2866.43
"UNIT 305, 11 VICTORIA STREET",West,2866.43
"APARTMENT 301A, 34 PENSHURST STREET",North,988.52
"APARTMENT 302B, 34 PENSHURST STREET",North,1018.26
"UNIT 303, 72 LAUREL STREET",North,972.08
"UNIT 203, 72 LAUREL STREET",North,972.08
"APARTMENT 309B, 34 PENSHURST STREET",North,1015.64
"APARTMENT 307B, 34 PENSHURST STREET",North,1025.84
"UNIT 107, 11 VICTORIA STREET",West,2866.43
"UNIT 301, 11 VICTORIA STREET",West,2866.43
"UNIT 107, 9 VICTORIA STREET",West,2866.43
10 EASTERN VALLEY WAY,North,462.67
"UNIT 1, 271 HIGH STREET",West,1158.71
1A WOONONA ROAD,North-East,1045.03
"UNIT 2, 120 HIGH STREET",North,652.95
"UNIT 1, 176 PENSHURST STREET",North,1031.33
"UNIT 2, 99 PENSHURST STREET",North,918.78
"UNIT 11, 77 WARRANE ROAD",North,669.7
"UNIT 26, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 1, 150 PENSHURST STREET",North,980.86
"UNIT 6, 99 PENSHURST STREET",North,918.78
"UNIT 1, 2 TENILBA ROAD",North,277.33
"UNIT 1, 18 CAMBRIDGE STREET",West,822.64
"UNIT 7, 127 PENSHURST STREET",West,986.18
"UNIT 22, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 15, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 5, 261 PENSHURST STREET",West,1161.11
"UNIT 18, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 35, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 2, 176 PENSHURST STREET",North,1031.33
"UNIT 17, 27 EASTERN VALLEY WAY",South,322.15
147 MOWBRAY ROAD,North,755.88
149 MOWBRAY ROAD,North,767.33
152 MOWBRAY ROAD,North,966.04
156 MOWBRAY ROAD,North,978.7
165 MOWBRAY ROAD,North,1008.83
"UNIT 23, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 11, 27 EASTERN VALLEY WAY",South,322.15
351 EDINBURGH ROAD,East,27.54
88 DEEPWATER ROAD,North,897.32
"UNIT 1, 33 CAMBRIDGE STREET",West,937.19
23 WARRAWEE AVENUE,North,1022.54
17 MORELLA PLACE,North,864.63
266 BOUNDARY STREET,North,1761.14
"UNIT 6, 97A ASHLEY STREET",West,2264.75
"UNIT 1, 97A ASHLEY STREET",West,2273.3
6 CHURCH STREET,West,1250.1
"UNIT 5, 89 PENSHURST STREET",North,918.2
2 HARBOUR LANE,North,294.17
17 HARBOUR LANE,North,271.75
4 HARBOUR LANE,North,316.62
1A MOROTAI CRESCENT,South,20.23
"UNIT 1, 150 SAILORS BAY ROAD",North,631.38
349 EDINBURGH ROAD,East,29.27
138 EDINBURGH ROAD,North,24.38
"SHOP 26, 100 EDINBURGH ROAD",North-West,11.42
2A CHEYNE WALK,North-West,14.17
16A DEEPWATER ROAD,North,1717.71
"SHOP 1, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 2, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 4, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 5, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 6, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 9, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 16, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 18, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 19, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 22, 100 EDINBURGH ROAD",North-West,11.42
116 EDINBURGH ROAD,North-West,9.26
"SHOP 1, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 2, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 3A, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 3, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 4, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 5, 118 EDINBURGH ROAD",North-West,15.51
"SHOP 6, 118 EDINBURGH ROAD",North-West,15.51
22 UPPER MINIMBAH ROAD,North-East,319.51
"UNIT 1, 293-297 SAILORS BAY ROAD",North-East,633.49
"UNIT 2, 293-297 SAILORS BAY ROAD",North-East,633.49
"UNIT 4, 293-297 SAILORS BAY ROAD",North-East,633.49
"UNIT 7, 293-297 SAILORS BAY ROAD",North-East,633.49
"UNIT 2, 393 SAILORS BAY ROAD",North,515.09
"UNIT 311, 313 SAILORS BAY ROAD",North-East,664.53
"UNIT 1, 62 SAILORS BAY ROAD",North,652.35
"UNIT 2, 134 SAILORS BAY ROAD",North,637.23
"UNIT 1, 134 SAILORS BAY ROAD",North,637.23
"UNIT 10, 272 PENSHURST STREET",West,1215.21
"UNIT 13, 272 PENSHURST STREET",West,1215.21
"UNIT 14, 272 PENSHURST STREET",West,1215.21
"UNIT 9, 272 PENSHURST STREET",West,1215.21
"UNIT 12, 271 SAILORS BAY ROAD",North-East,606.27
"UNIT 6, 271 SAILORS BAY ROAD",North-East,606.27
22A COVELEE CIRCUIT,East,135.93
"UNIT 1, 55 HILL STREET",West,3285.03
11A HUDSON AVENUE,North,785.47
"SHOP 2A, 120 EDINBURGH ROAD",South,31.35
"SHOP 4, 120 EDINBURGH ROAD",South,31.35
"SHOP 5, 120 EDINBURGH ROAD",South,31.35
"SHOP 6, 120 EDINBURGH ROAD",South,31.35
45A BEDFORD STREET,West,866.12
11B CEVU AVENUE,North,386.17
126 EDINBURGH ROAD,South-West,23.72
"UNIT 1, 12 CAMBRIDGE STREET",West,799.91
"HOUSE 1A, 1 NAROOMA ROAD",North,525.48
"UNIT 17, 52-54 EASTERN VALLEY WAY",North,177.8
"UNIT 24, 52-54 EASTERN VALLEY WAY",North,177.8
8 GLENROY AVENUE,North,515.78
15 AMAROO AVENUE,North,1087.38
12 EASTERN VALLEY WAY,North,462.67
38 EUROKA STREET,North,167.81
"UNIT 1, 37 EUROKA STREET",North,255.69
116 HIGH STREET,North,630.52
46 STRATHALLEN AVENUE,North,736.39
33 CAMBRIDGE STREET,West,937.19
137 SAILORS BAY ROAD,North-West,593.39
141 SAILORS BAY ROAD,North-West,593.39
145 SAILORS BAY ROAD,North-West,593.39
6 CAMBRIDGE STREET,West,768.15
36 CAMBRIDGE STREET,West,926.36
62 WARRANE ROAD,West,643.5
34 CAMBRIDGE STREET,West,912.53
85 LAUREL STREET,North,1149.52
6-10 CLANWILLIAM STREET,West,1180.22
209 HIGH STREET,West,845.89
243 PENSHURST STREET,West,1053.05
247 PENSHURST STREET,West,1127.81
2 ROSEWALL STREET,West,780.32
23 TYNESIDE AVENUE,North,492.02
65 WARRANE ROAD,North,705.23
15 TUNKS STREET,North-East,502.82
"UNIT 2, 278 SAILORS BAY ROAD",North-East,716.97
47A HEADLAND ROAD,North,1762.41
"SUITE 2G, 115 SAILORS BAY ROAD",South,592.57
"UNIT 10, 451 WILLOUGHBY ROAD",North,1013.97
"UNIT 3, 451 WILLOUGHBY ROAD",North,1013.97
"UNIT 4, 451 WILLOUGHBY ROAD",North,1013.97
"UNIT 9, 451 WILLOUGHBY ROAD",North,1013.97
153A SAILORS BAY ROAD,North,590.72
"UNIT 1, 120A SAILORS BAY ROAD",North-West,657.21
"UNIT 30, 124 SAILORS BAY ROAD",North-West,657.21
296D SAILORS BAY ROAD,North-East,752.87
22 BARAMBAH ROAD,North,1955.61
24 BARAMBAH ROAD,North,1974.69
8 BARAMBAH ROAD,North,1899.86
102A PACIFIC HIGHWAY,West,3358.45
"UNIT 408, LEVEL 4, 24 ARTARMON ROAD",North,1389.82
5 ROSEBRIDGE AVENUE,North,1794.3
44 ROSEBRIDGE AVENUE,North,1771.45
42 ROSEBRIDGE AVENUE,North,1782.26
55 HEADLAND ROAD,North,1733.45
"UNIT 126, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 10, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 12, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 17, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 2, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 3, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 4, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 5, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 6, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 9, 636 WILLOUGHBY ROAD",North,908.49
"UNIT 1, 52 EASTERN VALLEY WAY",North,177.8
"UNIT 10, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 11, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 16, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 17, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 19, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 1, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 1, 684 WILLOUGHBY ROAD",North,854.0
"UNIT 20, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 21, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 24, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 2, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 3, 684 WILLOUGHBY ROAD",North,854.0
"UNIT 4, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 4, 684 WILLOUGHBY ROAD",North,854.0
"UNIT 7, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 8, 654 WILLOUGHBY ROAD",North,884.41
"UNIT 9, 654 WILLOUGHBY ROAD",North,884.41
654 WILLOUGHBY ROAD,North,884.41
"UNIT 1, 45 FRENCHS ROAD",North,855.59
"UNIT 4, 135-145 SAILORS BAY ROAD",North-West,593.39
"UNIT 5, 135-145 SAILORS BAY ROAD",North-West,593.39
"UNIT 8, 135-145 SAILORS BAY ROAD",North-West,593.39
"UNIT 10, 135-145 SAILORS BAY ROAD",North-West,593.39
"UNIT 11, 135-145 SAILORS BAY ROAD",North-West,593.39
90 SYDNEY STREET,North,1405.75
166 HIGH STREET,West,753.62
164 HIGH STREET,West,752.84
161 HIGH STREET,West,690.08
159 HIGH STREET,West,686.92
186 HIGH STREET,West,858.37
182 HIGH STREET,West,806.92
"SUITE 8, 181 HIGH STREET",West,761.55
146 HIGH STREET,West,744.96
144 HIGH STREET,West,743.34
143 HIGH STREET,West,674.62
30 CAMBRIDGE STREET,West,888.29
3 CAMBRIDGE STREET,North,806.24
"UNIT 62, 595 WILLOUGHBY ROAD",North,814.66
34 TULLOH STREET,North,939.12
36 TULLOH STREET,North,932.93
39 TULLOH STREET,North,882.73
40 TULLOH STREET,North,920.55
42 TULLOH STREET,North,914.46
612 WILLOUGHBY ROAD,North,947.77
634 WILLOUGHBY ROAD,North,911.45
215 PENSHURST STREET,West,1079.54
91 MARLBOROUGH ROAD,North,468.92
"UNIT 63, 2 ARTARMON ROAD",North,1223.21
"UNIT 64, 2 ARTARMON ROAD",North,1227.34
44 MARLBOROUGH ROAD,North,659.48
45 MARLBOROUGH ROAD,North,593.07
47 MARLBOROUGH ROAD,North,588.01
48 MARLBOROUGH ROAD,North,657.9
49 MARLBOROUGH ROAD,North,584.36
67 MOWBRAY PLACE,North,148.47
69 MOWBRAY PLACE,North,153.55
71 MOWBRAY PLACE,North,159.39
79 MOWBRAY PLACE,North,209.79
83 MOWBRAY PLACE,North,237.93
85 MOWBRAY PLACE,North,251.6
108 MOWBRAY ROAD,North,647.25
109 MOWBRAY ROAD,North,511.45
110 MOWBRAY ROAD,North,661.47
111 MOWBRAY ROAD,North,526.03
114 MOWBRAY ROAD,North,693.17
115 MOWBRAY ROAD,North,549.65
116 MOWBRAY ROAD,North,708.37
120 MOWBRAY ROAD,North,738.74
"UNIT 32, 166 MOWBRAY ROAD",North,1066.79
"UNIT 33, 166 MOWBRAY ROAD",North,1076.18
"UNIT 34, 166 MOWBRAY ROAD",North,1071.84
"UNIT 36, 166 MOWBRAY ROAD",North,1066.79
"UNIT 4, 166 MOWBRAY ROAD",North,1050.36
"UNIT 5, 166 MOWBRAY ROAD",North,1059.39
"UNIT 6, 166 MOWBRAY ROAD",North,1061.17
"UNIT 7, 166 MOWBRAY ROAD",North,1054.38
166 MOWBRAY ROAD,North,1057.28
179 MOWBRAY ROAD,North,1117.98
181 MOWBRAY ROAD,North,1152.66
182 MOWBRAY ROAD,North,1196.47
183 MOWBRAY ROAD,North,1166.22
185 MOWBRAY ROAD,North,1179.73
186 MOWBRAY ROAD,North,1225.18
187 MOWBRAY ROAD,North,1197.22
188 MOWBRAY ROAD,North,1240.24
189 MOWBRAY ROAD,North,1217.83
190 MOWBRAY ROAD,North,1255.33
191 MOWBRAY ROAD,North,1256.64
192 MOWBRAY ROAD,North,1270.36
3 PENDEY STREET,North,783.85
4 PENDEY STREET,North,816.04
5 PENDEY STREET,North,795.98
6 PENDEY STREET,North,827.31
7 PENDEY STREET,North,808.15
246 HIGH STREET,West,1148.37
"SUITE 1, LEVEL 1, 313 PENSHURST STREET",West,1284.56
"UNIT 306, LEVEL 3, 19 RICHMOND AVENUE",North,1389.82
"UNIT 3, 4 SCOTT CRESCENT",North,2043.3
"UNIT 7, 4 SCOTT CRESCENT",North,2043.3
"UNIT 405, LEVEL 4, 17 RICHMOND AVENUE",North,1401.31
"UNIT 105, LEVEL 1, 15 RICHMOND AVENUE",North,1401.31
"UNIT G02, 15 RICHMOND AVENUE",North,1401.31
"UNIT 406, LEVEL 4, 7 SCOTT STREET",North,1401.31
"UNIT 506, LEVEL 5, 19 RICHMOND AVENUE",North,1389.82
"UNIT 210, LEVEL 2, 7 SCOTT STREET",North,1401.31
"UNIT 710, LEVEL 7, 7 SCOTT STREET",North,1401.31
"UNIT 501, LEVEL 5, 24 ARTARMON ROAD",North,1389.82
"UNIT 107, LEVEL 1, 7 SCOTT STREET",North,1401.31
"UNIT 602, LEVEL 6, 19 RICHMOND AVENUE",North,1389.82
"UNIT 60, 186 BOUNDARY STREET",North,1947.76
"UNIT 407, LEVEL 4, 19 RICHMOND AVENUE",North,1389.82
"UNIT 58, 186 BOUNDARY STREET",North,1947.76
"UNIT 401, LEVEL 4, 15 RICHMOND AVENUE",North,1401.31
"UNIT 201, LEVEL 2, 19 RICHMOND AVENUE",North,1389.82
"UNIT 102, LEVEL 1, 7 SCOTT STREET",North,1401.31
"UNIT 206, LEVEL 2, 17 RICHMOND AVENUE",North,1401.31
"UNIT 709, LEVEL 7, 7 SCOTT STREET",North,1401.31
"UNIT 208, LEVEL 2, 15 RICHMOND AVENUE",North,1401.31
"UNIT 308, LEVEL 3, 24 ARTARMON ROAD",North,1389.82
10A KALGOORLIE STREET,North,1177.84
"UNIT 2, 4 SCOTT CRESCENT",North,2043.3
"UNIT 702, LEVEL 7, 7 SCOTT STREET",North,1401.31
"UNIT 506, LEVEL 5, 17 RICHMOND AVENUE",North,1401.31
"UNIT 107, LEVEL 1, 15 RICHMOND AVENUE",North,1401.31
"UNIT 707, LEVEL 7, 7 SCOTT STREET",North,1401.31
35 HEADLAND ROAD,North,1750.73
"SHOP 14, 100 EDINBURGH ROAD",North-West,11.42
"SHOP 15, 100 EDINBURGH ROAD",North-West,11.42
"UNIT 53, 188 BOUNDARY STREET",North,1894.13
10 BARAMBAH ROAD,North,1902.38
14 BARAMBAH ROAD,North,1910.44
15 BARAMBAH ROAD,North,1934.91
19 BARAMBAH ROAD,North,1962.71
1 BARAMBAH ROAD,North,1843.91
23 BARAMBAH ROAD,North,1991.37
26 BARAMBAH ROAD,North,1988.2
28 BARAMBAH ROAD,North,2002.97
30 BARAMBAH ROAD,North,2013.57
3 BARAMBAH ROAD,North,1852.37
6 BARAMBAH ROAD,North,1897.89
9 BARAMBAH ROAD,North,1893.86
55 SAILORS BAY ROAD,North,462.67
21 EUROKA STREET,North,378.13
23 EUROKA STREET,North,361.38
26 EUROKA STREET,North,259.48
27 EUROKA STREET,North,330.82
28 EUROKA STREET,North,244.56
16 BOURMAC AVENUE,North-East,750.25
3 BOURMAC AVENUE,South-East,787.06
4 BOURMAC AVENUE,North-East,823.76
5 BOURMAC AVENUE,North-East,777.04
9 BOURMAC AVENUE,North-East,742.23
94 BARINGA ROAD,North-East,775.37
14 BAROONA ROAD,South,864.82
16 BAROONA ROAD,South,866.4
18 BAROONA ROAD,South,868.21
2 BAROONA ROAD,North,860.07
20 BAROONA ROAD,South,870.29
23 BAROONA ROAD,South,813.5
24 BAROONA ROAD,South,875.24
27 BAROONA ROAD,North,806.93
28 BAROONA ROAD,North,868.39
3 BAROONA ROAD,North,797.29
31 BAROONA ROAD,North,784.09
32A BAROONA ROAD,North,860.82
34 BAROONA ROAD,North,856.75
35 BAROONA ROAD,North,780.8
37 BAROONA ROAD,North,778.58
39 BAROONA ROAD,North,776.65
47 BAROONA ROAD,North,771.88
50 BAROONA ROAD,North,839.43
51 BAROONA ROAD,North,771.3
5 HARDEN AVENUE,North-West,526.32
6A HARDEN AVENUE,South,530.74
6 HARDEN AVENUE,South,538.28
100 KAMERUKA ROAD,North,355.27
101 KAMERUKA ROAD,North,344.42
102 KAMERUKA ROAD,North,358.6
103 KAMERUKA ROAD,North,359.23
104 KAMERUKA ROAD,North,371.04
105 KAMERUKA ROAD,North,374.06
107 KAMERUKA ROAD,North,389.13
108 KAMERUKA ROAD,North,400.11
110 KAMERUKA ROAD,North,412.42
"UNIT 1, 156 MOWBRAY ROAD",North,978.7
132C MOWBRAY ROAD,North,883.4
"UNIT 21, 147-151 SAILORS BAY ROAD",North-West,592.07
"UNIT 14, 52-54 EASTERN VALLEY WAY",North,177.8
"UNIT 28, 52-54 EASTERN VALLEY WAY",North,177.8
"UNIT 2, 7 HILL STREET",West,3134.91
"UNIT 401, 160 SAILORS BAY ROAD",North,625.9
25A BOUNDARY STREET,West,2823.79
7A CLANWILLIAM STREET,West,1183.86
3 KEITH STREET,North,3737.46
2 KEITH STREET,North,3752.27
10 KEITH STREET,North,3815.96
1 KEITH STREET,North,3721.64
"UNIT 1, 99 PENSHURST STREET",North,918.78
"UNIT 10, 77 WARRANE ROAD",North,657.39
"UNIT 9, 127 PENSHURST STREET",West,986.18
"UNIT 16, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 2, 250 SAILORS BAY ROAD",North-East,665.42
"UNIT 21, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 27, 27 EASTERN VALLEY WAY",South,322.15
"UNIT 3, 77 WARRANE ROAD",North,734.18
"UNIT 1, 77 WARRANE ROAD",North,718.11
"UNIT 1B, 335 PENSHURST STREET",West,1348.4
"UNIT 10, 27 EASTERN VALLEY WAY",South,322.15
25 LEA AVENUE,West,1246.25
24 LEA AVENUE,North,1188.09
22 LEA AVENUE,North,1176.85
